"Number","Group","Domain","Kingdom","Phylum","Class","Order","Family","Genus","Species","Publication Species Name","tsn","tsn rank","Wet_Mass","DM/WM","Dry_Mass","Carbon_Mass","MR_original","MR","Temp","MR_25","type_MR","O2 original J/mL","Reference","Source","Comments","Measure","Temp_original","Unit","MR_mL/min","MR_kJ/h","MR_Watt","Mass_mean","SMR","Species2","BMR","dBMR","dMsum","d Scope","Diet Grp","PP Grp","Year","Loc","Original_Source","MR_type"
7481,"Insect","Eukaryota","Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Leptothorax","Leptothorax unifasciatus","Leptothorax unifasciatus","579732","Species",0,0.4,0.000196,9.8e-05,2.4e-06,2.4e-06,"25",2.4e-06,"Basal","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7482,"Insect","Eukaryota","Animalia","Arthropoda","Insecta","Coleoptera","Scarabaeidae","Leucocelis","Leucocelis elegans","Leucocelis elegans","114493","Family",0.08,0.4,0.032,0.016,0.000337,0.000337,"25",0.000337,"Basal","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7483,"Insect","Eukaryota","Animalia","Arthropoda","Insecta","Odonata","Libellulidae","Libellula","Libellula auripennis","Libellula auripennis","101901","Species",0.464,0.4,0.1856,0.0928,0.0013961,0.0013961,"25",0.0013961,"Basal","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7484,"Insect","Eukaryota","Animalia","Arthropoda","Insecta","Odonata","Libellulidae","Libellula","Libellula needhami","Libellula needhami","101906","Species",0.518,0.4,0.2072,0.1036,0.0016753,0.0016753,"25",0.0016753,"Basal","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7485,"Insect","Eukaryota","Animalia","Arthropoda","Insecta","Lepidoptera","Notodontidae","Lirimiris","Lirimiris sp. 1","Lirimiris sp. 1","936715","Genus",0.564,0.4,0.2256,0.1128,0.0017654,0.0017654,"25",0.0017654,"Basal","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7486,"Insect","Eukaryota","Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Lixus","Lixus bisulcatus","Lixus bisulcatus","114838","Genus",0.405,0.4,0.162,0.081,0.001357,0.001357,"25",0.001357,"Basal","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7487,"Insect","Eukaryota","Animalia","Arthropoda","Insecta","Orthoptera","Acrididae","Locusta","Locusta migratoria migratorioides","Locusta migratoria migratorioides","102195","Family",1.5,0.4,0.6,0.3,0.004934,0.004934,"25",0.004934,"Basal","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7488,"Insect","Eukaryota","Animalia","Arthropoda","Insecta","Hemiptera","Miridae","Lygus","Lygus kalmii","Lygus kalmii","104978","Genus",0.01,0.4,0.004068,0.002034,0.0001463,0.0001463,"25",0.0001463,"Basal","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7489,"Insect","Eukaryota","Animalia","Arthropoda","Insecta","Coleoptera","Cerambycidae","Macrodontia","Macrodontia dejeani","Macrodontia dejeani","114497","Family",4.86,0.4,1.944,0.972,0.0077992,0.0077992,"25",0.0077992,"Basal","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7490,"Insect","Eukaryota","Animalia","Arthropoda","Insecta","Blattodea","Termitidae","Macrotermes","Macrotermes carbonarius","Macrotermes carbonarius","102443","Family",0.012,0.4,0.004772,0.002386,5.18e-05,5.18e-05,"25",5.18e-05,"Basal","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7491,"Insect","Eukaryota","Animalia","Arthropoda","Insecta","Blattodea","Termitidae","Macrotermes","Macrotermes gilvus","Macrotermes gilvus","102443","Family",0.007,0.4,0.0028,0.0014,5.5e-06,5.5e-06,"25",5.5e-06,"Basal","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7492,"Insect","Eukaryota","Animalia","Arthropoda","Insecta","Blattodea","Termitidae","Macrotermes","Macrotermes malaccensis","Macrotermes malaccensis","102443","Family",0.012,0.4,0.00464,0.00232,1.41e-05,1.41e-05,"25",1.41e-05,"Basal","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7493,"Insect","Eukaryota","Animalia","Arthropoda","Insecta","Lepidoptera","Sphingidae","Madoryx","Madoryx oeclus","Madoryx oeclus","935980","Genus",1.699,0.4,0.6796,0.3398,0.0053688,0.0053688,"25",0.0053688,"Basal","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7494,"Insect","Eukaryota","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Mamestra","Mamestra configurata","Mamestra configurata","117415","Species",0.139,0.4,0.05562,0.02781,0.0004653,0.0004653,"25",0.0004653,"Basal","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7495,"Insect","Eukaryota","Animalia","Arthropoda","Insecta","Lepidoptera","Sphingidae","Manduca","Manduca corallina","Manduca corallina","935981","Genus",1.618,0.4,0.6473,0.32365,0.0032391,0.0032391,"25",0.0032391,"Basal","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7496,"Insect","Eukaryota","Animalia","Arthropoda","Insecta","Lepidoptera","Sphingidae","Manduca","Manduca lefeburei","Manduca lefeburei","935981","Genus",0.571,0.4,0.2284,0.1142,0.000925,0.000925,"25",0.000925,"Basal","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7497,"Insect","Eukaryota","Animalia","Arthropoda","Insecta","Lepidoptera","Sphingidae","Manduca","Manduca rustica","Manduca rustica","936099","Species",2.81,0.4,1.124,0.562,0.0067049,0.0067049,"25",0.0067049,"Basal","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7498,"Insect","Eukaryota","Animalia","Arthropoda","Insecta","Lepidoptera","Megalpygidae","Megalpyge","Megalpyge sp. 1","Megalpyge sp. 1","117232","Order",0.627,0.4,0.2508,0.1254,0.0015599,0.0015599,"25",0.0015599,"Basal","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7499,"Insect","Eukaryota","Animalia","Arthropoda","Insecta","Orthoptera","Acrididae","Melanoplus","Melanoplus bivittatus","Melanoplus bivittatus","102212","Species",1.65,0.4,0.66,0.33,0.005057,0.005057,"25",0.005057,"Basal","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7500,"Insect","Eukaryota","Animalia","Arthropoda","Insecta","Orthoptera","Acrididae","Melanoplus","Melanoplus complanipes","Melanoplus complanipes","102211","Genus",0.142,0.4,0.05662,0.02831,0.0006243,0.0006243,"25",0.0006243,"Basal","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7501,"Insect","Eukaryota","Animalia","Arthropoda","Insecta","Coleoptera","Meloidae","Meloid","Meloid sp. 1","Meloid sp. 1","114387","Family",0.017,0.4,0.006936,0.003468,0.0004067,0.0004067,"25",0.0004067,"Basal","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7502,"Insect","Eukaryota","Animalia","Arthropoda","Insecta","Coleoptera","Melyridae","Melyrid","Melyrid sp. 1","Melyrid sp. 1","113869","Family",0.001,0.4,0.000464,0.000232,2.09e-05,2.09e-05,"25",2.09e-05,"Basal","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7503,"Insect","Eukaryota","Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Messor","Messor capensis","Messor capensis","579908","Species",0.014,0.4,0.00548,0.00274,3.83e-05,3.83e-05,"25",3.83e-05,"Basal","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7504,"Insect","Eukaryota","Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Messor","Messor capitatus","Messor capitatus","579909","Species",0.003,0.4,0.001256,0.000628,1.62e-05,1.62e-05,"25",1.62e-05,"Basal","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7505,"Insect","Eukaryota","Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Messor","Messor julianus","Messor julianus","579940","Species",0.005,0.4,0.002036,0.001018,7.1e-06,7.1e-06,"25",7.1e-06,"Basal","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7506,"Insect","Eukaryota","Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Messor","Messor pergandei","Messor pergandei","579962","Species",0.007,0.4,0.002876,0.001438,1.4e-05,1.4e-05,"25",1.4e-05,"Basal","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7507,"Insect","Eukaryota","Animalia","Arthropoda","Insecta","Lepidoptera","Sphingidae","Metopsilus","Metopsilus porcellus","Metopsilus porcellus","117293","Family",0.285,0.4,0.114,0.057,0.0013618,0.0013618,"25",0.0013618,"Basal","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7508,"Insect","Eukaryota","Animalia","Arthropoda","Insecta","Odonata","Libellulidae","Miathyria","Miathyria marcella","Miathyria marcella","102010","Species",0.017,0.4,0.00684,0.00342,0.0007659,0.0007659,"25",0.0007659,"Basal","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7509,"Insect","Eukaryota","Animalia","Arthropoda","Insecta","Blattodea","Termitidae","Microcerotermes","Microcerotermes dubius","Microcerotermes dubius","102449","Genus",0.002,0.4,0.00088,0.00044,2.9e-06,2.9e-06,"25",2.9e-06,"Basal","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7510,"Insect","Eukaryota","Animalia","Arthropoda","Insecta","Blattodea","Termitidae","Microcerotermes","Microcerotermes serrula","Microcerotermes serrula","102449","Genus",0.002,0.4,0.00076,0.00038,2.2e-06,2.2e-06,"25",2.2e-06,"Basal","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7511,"Insect","Eukaryota","Animalia","Arthropoda","Insecta","Coleoptera","Brentidae","Microcerus","Microcerus sp. 1","Microcerus sp. 1","904007","Genus",0.132,0.4,0.0528,0.0264,0.0001896,0.0001896,"25",0.0001896,"Basal","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7512,"Insect","Eukaryota","Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Miloderes","Miloderes sp. 1","Miloderes sp. 1","616928","Genus",0.003,0.4,0.00136,0.00068,6.57e-05,6.57e-05,"25",6.57e-05,"Basal","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7513,"Insect","Eukaryota","Animalia","Arthropoda","Insecta","Lepidoptera","Sphingidae","Mimas","Mimas tiliae","Mimas tiliae","117293","Family",0.32,0.4,0.128,0.064,0.0016668,0.0016668,"25",0.0016668,"Basal","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7514,"Insect","Eukaryota","Animalia","Arthropoda","Insecta","Coleoptera","Chrysomelidae","Monoxia","Monoxia sp. 1","Monoxia sp. 1","187782","Genus",0.005,0.4,0.001852,0.000926,7.92e-05,7.92e-05,"25",7.92e-05,"Basal","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7515,"Insect","Eukaryota","Animalia","Arthropoda","Insecta","Hemiptera","Membracidae","Multareoides","Multareoides bifurcatus","Multareoides bifurcatus","109170","Family",0.001,0.4,0.000536,0.000268,1.52e-05,1.52e-05,"25",1.52e-05,"Basal","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7516,"Insect","Eukaryota","Animalia","Arthropoda","Insecta","Diptera","Muscidae","Musca","Musca autumnalis","Musca autumnalis","150250","Species",0.022,0.4,0.0088,0.0044,0.0003608,0.0003608,"25",0.0003608,"Basal","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7517,"Insect","Eukaryota","Animalia","Arthropoda","Insecta","Diptera","Muscidae","Musca","Musca domestica","Musca domestica","150251","Species",0.018,0.4,0.0072,0.0036,0.0005876,0.0005876,"25",0.0005876,"Basal","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7518,"Insect","Eukaryota","Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Myrmica","Myrmica alaskensis","Myrmica alaskensis","580353","Species",0.001,0.4,0.000364,0.000182,1.07e-05,1.07e-05,"25",1.07e-05,"Basal","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7519,"Insect","Eukaryota","Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Myrmica","Myrmica rubra","Myrmica rubra","580450","Species",0.003,0.4,0.001104,0.000552,6.8e-06,6.8e-06,"25",6.8e-06,"Basal","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7520,"Insect","Eukaryota","Animalia","Arthropoda","Insecta","Orthoptera","Acrididae","NA 1","NA 1","NA 1","102195","Family",2.948,0.4,1.1792,0.5896,0.0013546,0.0013546,"25",0.0013546,"Basal","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7521,"Insect","Eukaryota","Animalia","Arthropoda","Insecta","Hemiptera","Psyllidae","NA 2","NA 2","NA 2","109187","Family",0,0.4,6.4e-05,3.2e-05,5.6e-06,5.6e-06,"25",5.6e-06,"Basal","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7522,"Insect","Eukaryota","Animalia","Arthropoda","Insecta","Blattodea","Termitidae","Nasutitermes","Nasutitermes longinasus","Nasutitermes longinasus","102444","Genus",0.003,0.4,0.00104,0.00052,1.5e-06,1.5e-06,"25",1.5e-06,"Basal","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7523,"Insect","Eukaryota","Animalia","Arthropoda","Insecta","Blattodea","Blaberidae","Nauphoeta","Nauphoeta cinerea","Nauphoeta cinerea","186015","Species",0.51,0.4,0.204,0.102,0.0007322,0.0007322,"25",0.0007322,"Basal","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7524,"Insect","Eukaryota","Animalia","Arthropoda","Insecta","Orthoptera","Tettigoniidae","Neoconocephalus","Neoconocephalus robustus","Neoconocephalus robustus","658595","Species",0.87,0.4,0.348,0.174,0.0037299,0.0037299,"25",0.0037299,"Basal","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7525,"Insect","Eukaryota","Animalia","Arthropoda","Insecta","Lepidoptera","Cossidae","Neocossus","Neocossus sp. 1","Neocossus sp. 1","117906","Family",1.772,0.4,0.708652,0.354326,0.0040085,0.0040085,"25",0.0040085,"Basal","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7526,"Insect","Eukaryota","Animalia","Arthropoda","Insecta","Hemiptera","Aphrophoridae","Neophilaenus","Neophilaenus lineatus","Neophilaenus lineatus","956055","Species",0.002,0.4,0.000764,0.000382,3.06e-05,3.06e-05,"25",3.06e-05,"Basal","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
